model_family,model_file,gen_type,image_type,positive_prompt,negative_prompt,loras,lora_count,width,height,steps,sampler,scheduler,seed
flux,atomixFLUXUnet_v10.safetensors,t2i,NSFW,"a woman is wearing a leather bondage outfit, she is holding a leather whip. She is holding a sign that says ""No more pics for you until you use DARK MODE, bitch!:



mature woman, 58 years old, heather_v2",,heather-v2-000015.safetensors@1,1,1216,832,12,euler,beta,1102963319790592
flux,atomixFLUXUnet_v10.safetensors,t2i,NSFW,"a woman is wearing a leather skirt, she is holding a leather whip. . She is topless, nipples

saggy tits, saggy breasts

mature woman, 58 years old, heather_v2",,heather-v2-000015.safetensors@1; zxmod The_Body.safetensors@0.3; zxmod nipplediffusion-saggy-f1.safetensors@0.6,3,896,1152,20,euler,beta,244222547666012
flux,atomixFLUXUnet_v10.safetensors,t2i,NSFW,"a woman is wearing a leather skirt, she is holding a leather whip. . She is topless, nipples, nude

saggy tits, saggy breasts

mature woman, 58 years old, heather_v2",,heather-v2-000015.safetensors@1; zxmod The_Body.safetensors@0.3; zxmod nipplediffusion-saggy-f1.safetensors@0.6,3,896,1152,20,euler,beta,708651948286562
flux,atomixFLUXUnet_v10.safetensors,t2i,NSFW,"A woman playing with her dog at a city park on a blazing hot summer day. She’s mid-motion, laughing as she tosses a ball, her dog — a happy, energetic golden retriever — sprinting after it across the sunlit grass. She’s wearing athletic shorts and a fitted tank top, her skin glistening with sweat from the heat and activity. Her hair is pulled back into a messy ponytail, and her face is flushed, but joyful. The park is full of life — green trees with sun filtering through, families on blankets, kids running through sprinklers, and the hum of cicadas in the background. A water bottle and backpack sit nearby on a bench. The air feels hot and hazy, with heatwaves rising off the path. The image is vibrant, detailed, and full of summer energy — capturing the bond between woman and dog in a sun-soaked, real-life moment.",,heather-v2-000015.safetensors@1; nipplediffusion-f1.safetensors@0.4,2,1024,1024,15,euler,beta,46054392070030
flux,atomixFLUXUnet_v10.safetensors,t2i,NSFW,"Close-up oral sex, fellatio, tongue in vagina. A woman  is on her knees in a close-up shot, her head tilted upwards as she licks a woman's vagina. The woman is lying on a red background, her lower half visible. A small patch of red skin around her vagina. The womman's tongue is extended, and she's licking her vagina with his eyes closed in concentration. The woman's face is not visible.

mature woman, 55 years old, blonde hair",,heather-v2-000015.safetensors@1; zxmod MysticXXX-V3.safetensors@0.7,2,832,1216,20,euler,beta,732573621479864
flux,atomixFLUXUnet_v10.safetensors,t2i,NSFW,"Close-up oral sex, fellatio, tongue in vagina. A woman  is on her knees in a close-up shot, her head tilted upwards as she licks a woman's vagina. The woman is lying on a red background, her lower half visible. A small patch of red skin around her vagina. The womman's tongue is extended, and she's licking her vagina with his eyes closed in concentration. The woman's face is not visible.

mature woman, 55 years old, blonde hair",,heather-v2-000015.safetensors@1; zxmod MysticXXX-V3.safetensors@0.8,2,832,1216,20,euler,beta,1104308613810083
flux,atomixFLUXUnet_v10.safetensors,t2i,NSFW,"Close-up oral sex, fellatio, tongue in vagina. A woman  is on her knees in a close-up shot, her head tilted upwards as she licks a woman's vagina. The woman is lying on a red background, her lower half visible. A small patch of red skin around her vagina. The womman's tongue is extended, and she's licking her vagina with his eyes closed in concentration. The woman's face is not visible.

mature woman, 55 years old, blonde hair",,heather-v2-000015.safetensors@1; zxmod MysticXXX-V3.safetensors@0.9,2,832,1216,20,euler,beta,446924762641810
flux,atomixFLUXUnet_v10.safetensors,t2i,NSFW,"Close-up oral sex, fellatio, tongue in vagina. A woman  is on her knees in a close-up shot, her head tilted upwards as she licks a woman's vagina. The woman is lying on a red background, her lower half visible. A small patch of red skin around her vagina. The womman's tongue is extended, and she's licking her vagina with his eyes closed in concentration. The woman's face is not visible.

mature woman, 55 years old, blonde hair",,heather-v2-000015.safetensors@1; zxmod MysticXXX-V3.safetensors@1.0458328247070312,2,832,1216,20,euler,beta,5782408369940
flux,atomixFLUXUnet_v10.safetensors,t2i,NSFW,"Paizuri, titjob. A nude woman sits on a red couch in a well-lit room. She's holding a man's erect penis between her breasts, and her face is tilted upwards as she looks at it with a mix of desire and concentration. Her large breasts are visible, and she's squeezing them gently, against the man's penis, her nipples slightly erect. The man's penis is prominent. The woman's eyes are half-closed, and her lips are slightly parted. Her hands are cupping her breasts.

mature woman, 55 years old, blonde hair",,heather-v2-000015.safetensors@1; zxmod MysticXXX-V3.safetensors@0.7,2,832,1216,20,euler,beta,703630950628743
flux,atomixFLUXUnet_v10.safetensors,t2i,NSFW,"Medium-angle shot, slight barrel distortion, moderate depth of field. A woman with a blue tank top pushed down to expose her breasts, kneels, her eyes closed in concentration. Her nipples are visible. A man stands opposite her, his body partially visible. His penis is erect and visible, partially obscured by the woman's hand. The woman is performing oral sex on the man, her mouth wrapped around his penis. The scene is well-lit, with a neutral color palette. Realistic style. Oral sex, tank top pushed down, exposed breasts.



mature woman, 55 years old, blonde hair",,heather-v2-000015.safetensors@1; zxmod MysticXXX-V3.safetensors@0.7,2,832,1216,20,euler,beta,65374102807753
flux,atomixFLUXUnet_v10.safetensors,t2i,NSFW,"Selfie. High-angle shot, slight barrel distortion, subtle motion blur on the subject's hair. A nude woman  sits on a bed, one leg raised high in a split while holding a pink smartphone with a blue and white striped case. She is smiling at the camera, her breasts prominent, nipples visible, and her pubic area exposed. The bed is covered in a white duvet and has two yellow star-shaped pillows, a few other yellow pillows, and a framed painting on the wall. The woman's hair is tied back with a colorful striped bow, and she is wearing a pair of bright blue and white striped socks. The room is well-lit with a bright sunny window in the background


mature woman, 55 years old, blonde hair",,heather-v2-000015.safetensors@1; zxmod MysticXXX-V3.safetensors@0.7,2,896,1152,20,euler,beta,801235224433879
flux,atomixFLUXUnet_v10.safetensors,t2i,NSFW,"Blowjob, fellatio, giving head. A woman kneels on a light-colored floor in a well-lit room, wearing a black bra with red lace trim. Her face is tilted upwards as she sucks a man's erect penis. The man stands with his feet shoulder-width apart. His penis is visible, and his pubic hair. A silver necklace with a small pendant hangs around her neck. The man's face is not visible. The scene is lit with natural light and in a medium-angle shot. Kissing penis head while touching testicles.

mature woman, 55 years old, blonde hair",,heather-v2-000015.safetensors@1; zxmod MysticXXX-V3.safetensors@0.7,2,896,1152,20,euler,beta,766768498340797
flux,atomixFLUXUnet_v10.safetensors,t2i,NSFW,"A nude woman stands in front of a fireplace, hand on her hip and the other hand between her legs, covering her vagina.  her face is expressionless, Her breasts are large and perky, with small pink nipples. She's standing in front of a glass coffee table, wearing a pair of clear heels. The room is lit with soft overhead lighting, and the camera is positioned at a moderate distance, capturing the subject in a straightforward shot with a slight angle. In the background, a large beige fireplace is visible, with a dark-colored couch on either side, and a large mirror above the fireplace with a chandelier hanging from it.

mature woman, 55 years old, blonde hair",,heather-v2-000015.safetensors@1; zxmod MysticXXX-V3.safetensors@0.7,2,896,1152,20,euler,beta,167566614116951
flux,atomixFLUXUnet_v10.safetensors,t2i,NSFW,"Facial. A woman with  a bright smile is kneeling on a beige carpet in a well-lit room, wearing a silver necklace. Her face is tilted upwards as she smiles and holds a large, erect penis in her hand, the tip of which is inches from her mouth. The penis is visible, and a small amount of semen is visible on the woman's cheek and chin. The woman's breasts are small and perky, with pink nipples. Her eyes are bright blue and she's wearing a silver stud earring.

mature woman, 55 years old, blonde hair",,heather-v2-000015.safetensors@1; zxmod MysticXXX-V3.safetensors@0.7,2,896,1152,20,euler,beta,463894972726119
flux,atomixFLUXUnet_v10.safetensors,t2i,NSFW,"Spanking. A man in a black long-sleeved shirt sits on a chair in a dimly lit room with a brown floor, his right hand slaping the buttocks of a naked woman who is laying on his lap, her back arched. The man's right hand is placed on the woman's right buttock, his fingers pressing into the red flesh. The man's face is expressionless, his eyes cast downward. The camera is positioned at a 45-degree angle, looking down at the scene.

mature woman, 55 years old, blonde hair",,heather-v2-000015.safetensors@1; zxmod MysticXXX-V3.safetensors@0.7,2,896,1152,20,euler,beta,86933109071041
flux,atomixFLUXUnet_v10.safetensors,t2i,NSFW,"Riding cowgirl sex, vagina visible. A topless woman sits on top of a man, both are nude, her face is tilted slightly upwards with a look of excitement. She's wearing a short red plaid skirt that's lifted up to expose her vagina and a patch of pubic hair over it. Her breasts are natural large and perky, with pink nipples. The man's face is out of frame, his hands are on her hips, his penis is visible as it enters her vagina, his pubic hair is visible. The woman has a tattoo of a small bird on her right forearm. She's wearing black-rimmed glasses and has a tattoo on her upper left chest. The scene is lit with natural light streaming through a large window behind them, the curtains are drawn back.

mature woman, 55 years old, blonde hair",,heather-v2-000015.safetensors@1; zxmod MysticXXX-V3.safetensors@0.7,2,896,1152,20,euler,beta,994759324748454
flux,atomixFLUXUnet_v10.safetensors,t2i,NSFW,"Blowjob, fellatio, sucking dick. A woman with a headband is on her knees in front of a man, her face tilted upwards as she sucks his erect penis. The man is sitting, wearing a grey shirt with a yellow logo, and a batman mask, his penis is visible and he has a small patch of pubic hair around it. Her face is close to the camera, with a slight blur effect due to the proximity. The scene is lit with warm and soft lighting, and the camera is positioned at a moderate angle, capturing the intimate moment between the two subjects.

mature woman, 55 years old, blonde hair",,heather-v2-000015.safetensors@1; zxmod MysticXXX-V3.safetensors@0.7,2,896,1152,20,euler,beta,818029467226457
flux,atomixFLUXUnet_v10.safetensors,t2i,NSFW,"A nude woman  stands in a dimly lit room, leaning against a beige wall. She's has one leg propped up on a wooden chair with a white cushion, her foot bare. One hand on her breast and the other hand is placed on her mons pubis, fingers spread apart as she touches her vulva. Her face is relaxed, and her eyes are cast downward. The woman's breasts are large and saggy, with pink nipples. A painting above her depicts a group of sheep and a shepherd in a desert landscape. The room's lighting is soft and diffused, with no apparent distortion.

mature woman, 55 years old, blonde hair",,heather-v2-000015.safetensors@1; zxmod MysticXXX-V3.safetensors@0.7,2,896,1152,20,euler,beta,487957560581251
flux,atomixFLUXUnet_v10.safetensors,t2i,NSFW,"Vaginal penetration. A nude woman with a relaxed expression lies on a grey couch, her eyes closed. She's wearing a silver ring on her left hand, which is placed on her abdomen left breast. Her other hand is on her head, and her mouth is slightly open. Her breasts are small and her nipples are visible. Her legs are spread, and a man's penis is visible, entering her vagina.

mature woman, 55 years old, blonde hair",,heather-v2-000015.safetensors@1; zxmod MysticXXX-V3.safetensors@0.7,2,896,1152,20,euler,beta,967996066767600
flux,atomixFLUXUnet_v10.safetensors,t2i,NSFW,"Blowjob, fellatio. A nude woman kneels on a white bed. Her face is tilted upwards as she sucks a man's erect penis. The man is lying on the bed, one hand grasping the woman's head. His penis is visible, and the woman's hand is wrapped around it. The woman's breasts are large and saggy, with pink nipples. The scene is lit with natural light and in a medium-angle shot.


mature woman, 55 years old, blonde hair",,heather-v2-000015.safetensors@1; zxmod MysticXXX-V3.safetensors@0.7,2,896,1152,20,euler,beta,88764807248909
flux,atomixFLUXUnet_v10.safetensors,t2i,NSFW,"A nude woman rides a nude man on a white bed, in a bright and airy room. The woman's face is tilted backwards, her mouth open in a mixture of pleasure and effort, as she is penetrated by the man's erect penis. The man's hands grasp her hips, his fingers digging into her skin. The man's penis is visible, inserted into the woman's vagina. The scene is lit with natural light pouring in through a window, and the camera is positioned at a medium angle, capturing the intimate moment in a neutral and observational tone.

mature woman, 55 years old, blonde hair",,heather-v2-000015.safetensors@1; zxmod MysticXXX-V3.safetensors@0.7,2,896,1152,20,euler,beta,674808439264275
flux,atomixFLUXUnet_v10.safetensors,t2i,NSFW,"Vaginal intercourse, missionary position, thrusting cock, one leg up. A woman lies on her back on a bed, wearing a pink lace bra that's been pulled up to her shoulders, exposing her bare breasts, with pink nipples. Her eyes arehalf closed, and her face is slightly contorted in a mixture of pleasure and pain. A man  is positioned between her legs, his hips thrusting in and out of her vagina. His penis is visible, and his hands are grasping her hips. The woman has a navel ring and her vulva is visible. The scene is lit with soft, natural light, and the camera is positioned at a moderate angle, capturing the intensity of the moment

mature woman, 55 years old, blonde hair",,heather-v2-000015.safetensors@1; zxmod MysticXXX-V3.safetensors@0.7,2,896,1152,20,euler,beta,110531956419601
flux,atomixFLUXUnet_v10.safetensors,t2i,NSFW,"A dimly lit, sun-drenched Gothic cathedral with stained glass windows and a crucifix above the altar. A kneeling woman with a white off-the-shoulder wedding dress, her breasts visible above the neckline, her eyes closed in ecstasy. Her lips are parted, and her tongue is extended, as if she's about to kiss a man's penis, which is visible in the foreground, a few inches from her face, with a glistening droplet of semen on its tip. The man's hand is wrapped around the base of his penis. The woman's face is smeared with semen, dripping from her chin to her chest, and her hair is sticky with it. Cum over face and body, cum on mouth, cum on chin, penis, wedding dress.,




mature woman, 55 years old, blonde hair",,heather-v2-000015.safetensors@1; zxmod MysticXXX-V3.safetensors@0.7,2,896,1152,20,euler,beta,431988748064786
flux,atomixFLUXUnet_v10.safetensors,t2i,NSFW,"A woman with a gentle smile, lies on a bed. She is nude, with her hands placed on her lower back, her right hand spreading the right side of her buttocks. Her vulva is visible, with the labia majora and minora, and the vaginal opening. Her anus is also visible, as well as the anal opening. The image is shot in a realistic style, with a shallow depth of field that blurs the background.



mature woman, 55 years old, blonde hair",,heather-v2-000015.safetensors@1; zxmod MysticXXX-V3.safetensors@0.7,2,896,1152,20,euler,beta,610930776030464
flux,atomixFLUXUnet_v10.safetensors,t2i,NSFW,"eautiful Sideline reporter kneeling in the locker room with cum on her face, ((female reporter holding a microphone)), photo from above, on her knees, very cute,  hair in a ponytail, skinny, thin, blazer, blouse, pencil skirt, smiling and happy, very professional, (((""ESPN""))), ((score ticker at the bottom, score chrion)),((has a huge amount of cum on her face, long cum ropes, thick cum, vertical ropes, cum in hair)), woman with cum on her face


mature woman, 55 years old, blonde hair",,heather-v2-000015.safetensors@1; zxmod MysticXXX-V3.safetensors@0.7,2,896,1152,20,euler,beta,704610102972712
flux,atomixFLUXUnet_v10.safetensors,t2i,NSFW,"Low-angle shot. Cowgirl sex on a chair. A group of students in a classroom setting. A young man with a white t-shirt and no pants sits on a chair, holding a woman in a black skirt and blouse. The girl's face is ahegao with closed eyes, her eyes closed in ecstasy, her mouth open and the tongue out. The man's hands gripping her big hips. The girl's black stockings are visible on her knees, revealing her bare buttocks. The man penis inserted into her vagina. The girl's anus is visible, slightly spread apart. A clear liquid is dripping from her vagina, and soaking the chair under the man's balls. And a milky substance, semem, is visible drippin from her vagina and over the man's penis, the man's hands and the girl's buttocks. The man's penis is partially visible, covered by cum and inserted in her pussy. A group of students in the background, including a boy and a girl, look calmly. The scene is lit with bright overhead lighting, with a slight warm glow. Vaginal sex, cowgirl sex position on a chais, cumming, cum on vagina, penis, anus, balls


mature woman, 55 years old, blonde hair",,heather-v2-000015.safetensors@1; zxmod MysticXXX-V3.safetensors@0.7,2,896,1152,20,euler,beta,1028313283215378
flux,atomixFLUXUnet_v10.safetensors,t2i,NSFW,"POV. High-angle shot, 35mm lens with slight barrel distortion. A woman with hair tied in a messy bun, , and a white-blue graphic t-shirt. Her hands are down and she in kneeling in front of a man. Her head being held by two male hands, one on each side of her head, with their palms flat on her scalp. She's looking up, her eyes wide with a mix of fear and excitement, as her tongue is extended and her mouth is partially open, with a thin line of saliva visible, she is licking the man's penis. The man's large, erect penis is visible, with the foreskin retracted, and the glans is glistening with pre-ejaculate. The penis is positioned in front of the woman's face, and her tongue is licking it. POV oral sex, kneeling blowjob, penis, saliva.,



mature woman, 55 years old, blonde hair",,heather-v2-000015.safetensors@1; zxmod MysticXXX-V3.safetensors@0.7,2,896,1152,20,euler,beta,138347782633043
flux,atomixFLUXUnet_v10.safetensors,t2i,NSFW,"Dutch tilt, high-angle shot. A blushing, , woman with pointed elven ears, long hair tied in a ponytail kneels on a white marble floor in a bathroom, wearing a pair of sheer black tights and no top. Her eyes are a bright blue with heavy eyeliner and mascara, and her face is covered in a mixture of semen and water droplets, with some of the liquid trickling down her chin. She holds a large erect penis in her hand, with a stream of semen flowing from the tip and onto her face, and her lips are slightly parted as if she's about to take the penis in her mouth. The woman's nipples are visible. The bathroom is well-lit with bright overhead lighting, and the walls and floor are covered in white tile with a subtle gray grout. Blowjob on knees, cum on face, stream of cum from penis, cum on forehead, cum on breasts., 


mature woman, 55 years old, blonde hair",,heather-v2-000015.safetensors@1; zxmod MysticXXX-V3.safetensors@0.7,2,896,1152,20,euler,beta,365728091510764
flux,atomixFLUXUnet_v10.safetensors,t2i,NSFW,"High-angle shot. A blushing woman lies in a white porcelain bathtub, partially submerged in water. She's nude, with her large huge and nipples visible, and her thighs spread apart, exposing her vagina and anus. Her left hand is positioned to masturbate her vulva. The woman's face is contorted in pleasure. The bathroom is dimly lit, with a window above the bathtub casting a warm glow on the scene. The walls are adorned with toiletries and skincare products, but they're blurred due to the shallow depth of field., 


mature woman, 55 years old, blonde hair",,heather-v2-000015.safetensors@1; zxmod MysticXXX-V3.safetensors@0.7,2,896,1152,20,euler,beta,93795877350443
flux,atomixFLUXUnet_v10.safetensors,t2i,NSFW,"Topless woman sitting in a bathtub, holding her large breasts with her hands, squeezing them. The woman has a towel wrapped around her waist, a light pink towel with a few drops of water on it, and her blonde hair is tied back in a messy bun. She's sitting in a white bathtub, in a white bathroom with white tiles and a blue stripe around the middle. The woman's face is turned slightly to the side, with a faint smile on her face. Her eyes are looking upwards, and her red nails are visible as she holds her breasts""

mature woman, 55 years old, blonde hair",,heather-v2-000015.safetensors@1; zxmod MysticXXX-V3.safetensors@0.7,2,896,1152,20,euler,beta,715323460333002
flux,atomixFLUXUnet_v10.safetensors,t2i,NSFW,"Extreme low-angle shot, with a wide-angle lens causing noticeable barrel distortion, shallow depth of field, and motion blur on the subject's hair. A woman with a slender build, long blonde hair, and a blue headband stands in a well-lit room with a window in the background, wearing a white shirt with a blue collar, a white skirt that's pushed up to her hips, and white thigh-high stockings. She's bending over a table, her hands grasping the edge, and her buttocks are exposed, with her anus visible. Her right hand is between her thighs, and her fingers are parting her labia, revealing her vulva. Her face is turned towards the camera, with a subtle smile and closed eyes, exuding a sense of relaxation and intimacy

mature woman, 55 years old, blonde hair",,heather-v2-000015.safetensors@1; zxmod MysticXXX-V3.safetensors@0.7,2,896,1152,20,euler,beta,1078671260331573
flux,atomixFLUXUnet_v10.safetensors,t2i,NSFW,"Vaginal oral sex, a nude woman with long hair, lying on an orange leather couch in a bright room, is being orally stimulated by a man with a shaved head and a short beard. He is kneeling between her spread legs, his mouth is near her vagina. She wears a pair of pink socks with red polka dots on her feet. The man is licking her vagina. The scene is lit with natural light and in a medium-angle shot, Dutch tilt



mature woman, 55 years old, blonde hair",,heather-v2-000015.safetensors@1; zxmod MysticXXX-V3.safetensors@0.7,2,896,1152,20,euler,beta,870636892941154
flux,atomixFLUXUnet_v10.safetensors,t2i,NSFW,"Dutch tilt, closeup. Extreme low-angle shot, slight barrel distortion, deep depth of field. A woman lies on a cream-colored leather couch, wearing a pair of white knee-high socks with blue and green stripes. Her face is contorted in a mixture of pleasure and surprise, her mouth slightly open. her legs are up and spread wide as a man's penis is almost touching her vagina. Her hands are holding onto her buttocks, spreading and exposing her anus and vagina. Her nails are painted a pale purple color, and she's wearing a three silver rings on her right hand. The man's face is not visible. The scene is lit with a bright, even light that highlights the textures of the couch and the woman's skin. Realistic style. Penis, vagina, anus.


mature woman, 55 years old",,heather-v2-000015.safetensors@1; zxmod MysticXXX-V3.safetensors@0.8,2,896,1152,30,euler,beta,114184460227751
flux,atomixFLUXUnet_v10.safetensors,t2i,NSFW,"""A woman with red lips lies on a grey couch, her eyes closed. Her breasts are large and fully exposed, with areolas visible. Her hips are spread wide, exposing her vulva, with the labia majora and minora visible, and the vaginal opening partially visible. Her anus is also visible, with a thin strip of hair surrounding it. Her legs are bent at the knees. A man's face is not visible, but his penis is visible, with the glans and shaft visible, and his scrotum is partially visible. He is positioned below her, with his penis inserted into her anus. The scene is lit with a bright, neutral white light, with no discernible shadows. Realistic style. woman performing reverse cowgirl anal sex\

mature woman, 55 years old",,heather-v2-000015.safetensors@1; zxmod MysticXXX-V3.safetensors@0.8,2,896,1152,30,euler,beta,547280605172928
flux,atomixFLUXUnet_v10.safetensors,t2i,NSFW,"POV. High-angle shot, medium f/4 depth of field. A woman with piercing eyes sits on a bed. She's topless, her breasts exposed as she gazes directly at the camera with an inviting expression, her lips parted and her tongue extended, as if she's about to lick a long, erect penis that's positioned in front of her, the foreskin retracted, the glans glistening with a bead of pre-ejaculate. Her hands pressing her breasts against the penis, her fingers wrapped around her tits in a firm grip. The room is dimly lit, with horizontal shadows cast by the blinds on the window behind her, creating a sense of intimacy and secrecy. The overall aesthetic is cinematic, with a focus on the subject's facial expression and the explicit nature of the scene. POV titjob, saliva, tongue out, penis, nipples

mature woman, 55 years old",,heather-v2-000015.safetensors@1; zxmod MysticXXX-V3.safetensors@0.8,2,896,1152,30,euler,beta,939738313770450
flux,atomixFLUXUnet_v10.safetensors,t2i,NSFW,"""Vaginal oral sex, a nude woman with long hair, lying on a leather couch in a bright room, is being orally stimulated by a man with a shaved head and a short beard. He is kneeling between her spread legs, his mouth is near her vagina. She wears a pair of pink socks with red polka dots on her feet. The man is licking her vagina. The scene is lit with natural light and in a medium-angle shot, Dutch tilt


mature woman, 55 years old",,heather-v2-000015.safetensors@1; zxmod MysticXXX-V3.safetensors@0.8,2,896,1152,30,euler,beta,943479256566141
flux,atomixFLUXUnet_v10.safetensors,t2i,NSFW,"POV. Medium f/4 depth of field. Intense motion lines on the woman's legs. A woman with a bright small green bikini,  sits on top of a man's lap on a beach towel, both of them facing the camera. She's grinning, her tongue out, doing an ahegao face and flashing two V signs with her hands. Her breasts are partially exposed due to the small green bikini top. The bikini bottom is pushed aside as the man's penis is partially visible inserted on her vagina. The couple is performing cowgirl sex position on a crowded beach with clear blue waters, surrounded by other beachgoers, some of whom are wearing bikinis, others are shirtless

mature woman, 55 years old",,heather-v2-000015.safetensors@1; zxmod MysticXXX-V3.safetensors@0.8,2,896,1152,30,euler,beta,944096665284411
flux,atomixFLUXUnet_v10.safetensors,t2i,NSFW,"A nude woman rides a nude man on a white bed, in a bright and airy room. The woman's face is tilted backwards, her mouth open in a mixture of pleasure and effort, as she is penetrated by the man's erect penis. The man's hands grasp her hips, his fingers digging into her skin. The man's penis is visible, inserted into the woman's vagina. The scene is lit with natural light pouring in through a window, and the camera is positioned at a medium angle, capturing the intimate moment in a neutral and observational tone\




mature woman, 55 years old",,heather-v2-000015.safetensors@1; zxmod MysticXXX-V3.safetensors@0.8,2,896,1152,30,euler,beta,875826052293444
flux,atomixFLUXUnet_v10.safetensors,t2i,NSFW,"High-angle shot, 35mm telephoto lens with slight barrel distortion, moderate motion blur on the subject's hair, medium f/4 depth of field. A nude woman lies on her stomach on a white couch, her back and buttocks glistening with a thin layer of liquid that appears to be sweat, her face turned to the side with a mix of relaxation and seduction. Her hair is spread out around her head, and her large breasts are pressed into the couch cushion. Her legs are bent at a 90-degree angle, with her feet tucked under her thighs, and her anus is visible as she lies on her stomach. The woman's eyes are open, and a small droplet of liquid can be seen at the entrance of her vagina. On her left side a big red and black dildo can be seen lying on the floor. Realistic style.


mature woman, 55 years old",,heather-v2-000015.safetensors@1; zxmod MysticXXX-V3.safetensors@0.8,2,896,1152,30,euler,beta,531773759642290
flux,atomixFLUXUnet_v10.safetensors,t2i,NSFW,"A woman  sits on a wooden lounge chair at a beachside, wearing a white tank top with a black graphic print of a woman and a man on a tropical island. She has a relaxed expression, looking directly at the camera. Her legs are spread apart, with he legs bent at a 90-degree angle, exposing her pubic area. The woman is not wearing any pants or underwear, and her vaginal lips are visible. She's sitting on a bright blue towel, with a wooden wheelbarrow. A wicker umbrella with a large, curved canopy casts a lattice pattern of shadows on the sand. The scene is bathed in warm, golden light, with a slight haze from the sun.

mature woman, 55 years old",,heather-v2-000015.safetensors@1; zxmod MysticXXX-V3.safetensors@0.8,2,896,1152,30,euler,beta,672371876422109
flux,flux1-dev.safetensors,t2i,NSFW,"woman lies with her legs spread on the lawn, huge dog licks her hairy vagina",,heather-v2-000015.safetensors@1; MysticXXX-V3.safetensors@0.7,2,896,1152,25,euler,beta,120722094301197
flux,flux1-dev.safetensors,t2i,NSFW,"Extreme Dutch tilt, 20mm fisheye lens. Titjob under a desk, licking a penis. A blushing young woman with long hair, wearing a grey sweater with black stripes pulled up to expose her breasts and a black skirt, kneels under a desk. Her hands are pressing her breasts against a penis between them. In front of her, a man sits with his legs open, his erect penis is between her breasts as she takes the heat penis to her mouth, her tongue licking the glans, and her eyes looking upwards with desire. The woman's face is sweaty, with visible pores and a small nose stud, and her breasts, exposed by her sweater pulled up, are wet from sweat and saliva they are being squeezed by her hands with the penis between it. The scene is dimly lit, with warm, golden tones. Paizuri, titjob, oral sex, saliva, breasts exposed, nipples, clothes pulled up, penis, licking penis, under desk.,",,heather-v2-000015.safetensors@1; MysticXXX-V3.safetensors@0.7,2,896,1152,25,euler,beta,164583641471066
flux,flux1-dev.safetensors,t2i,NSFW,"POV. High-angle shot, 35mm lens with slight barrel distortion. A woman with messy hair, bright blue eyes, and a white-blue graphic t-shirt. Her hands are down and she in kneeling in front of a man. Her head being held by two male hands, one on each side of her head, with their palms flat on her scalp. She's looking up, her eyes wide with a mix of fear and excitement, as her tongue is extended and her mouth is partially open, with a thin line of saliva visible, she is licking the man's penis. The man's large, erect penis is visible, with the foreskin retracted, and the glans is glistening with pre-ejaculate. The penis is positioned in front of the woman's face, and her tongue is licking it. POV oral sex, kneeling blowjob, penis, saliva.,",,heather-v2-000015.safetensors@1; MysticXXX-V3.safetensors@0.7,2,896,1152,25,euler,beta,753025196042288
flux,flux1-dev.safetensors,t2i,NSFW,"POV. High-angle shot, 35mm lens with slight barrel distortion. A woman with messy hair, bright blue eyes, and a white-blue graphic t-shirt. Her hands are down and she in kneeling in front of a man. Her head being held by two male hands, one on each side of her head, with their palms flat on her scalp. She's looking up, her eyes wide with a mix of fear and excitement, as her tongue is extended and her mouth is partially open, with a thin line of saliva visible, she is licking the man's penis. The man's large, erect penis is visible, with the foreskin retracted, and the glans is glistening with pre-ejaculate. The penis is positioned in front of the woman's face, and her tongue is licking it. POV oral sex, kneeling blowjob, penis, saliva.,",,veronica-v1-000013.safetensors@1; MysticXXX-V3.safetensors@0.7,2,896,1152,25,euler,beta,319227946556436
flux,flux1-dev.safetensors,t2i,NSFW,"finely detailed, a slightly woman with blue eyes, long hair , exposed breasts, hard nipples, open shirt, in a white button up shirt, slight mischievous smile at the camera. inserting a cucumber in her vagina, a woman sitting on a crate in the vegetable aisle of a supermarket. woman with a cucumber in her pussy like a dildo, photo, she has a cucumber penetrating her vagina.",,heather-v2-000015.safetensors@1; MysticXXX-V3.safetensors@0.7,2,896,1152,25,euler,beta,905753280156683
flux,flux1-dev.safetensors,t2i,NSFW,"a woman with blue eyes, pale skin, long wavy hair and large natural saggy breasts. slight mischievous smile, Medium-angle shot, A woman lies on a colorful towel on a scenic tropical beach. She is nude, with her pubic hair visible in the frame. Her vagina and anus are exposed. Her right leg is raised high, while her left leg is bent and relaxed. Spreading her labia with her fingers. Her breasts are big and saggy with hard nipples. The woman has a relaxed expression, with a slight smile on her face. The lighting is natural, with the sun shining through trees in the background, casting a dappled pattern on the ground. The color palette is warm and natural, with a slight emphasis on blues and greens. The overall style is realistic.",,heather-v2-000015.safetensors@1; MysticXXX-V3.safetensors@0.7,2,896,1152,25,euler,beta,326269828320406
